Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Opportunity Key Dates Current Stage,Accounts Is Churned? (Yes / No),Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value
Hebron Pizza,2023-02-15,0014W000037WdLMQA0,18. Live,No,8768028d-b5a0-4bd3-bba2-2374f991fcf1,1308,1228
Blue waters Mediterranean cuisine,2023-02-15,0014W000037WdOuQAK,18. Live,No,c3c48294-449b-46ea-b17e-7f948ee93917,0,0
Big Bro's Food Company,2023-02-15,0014W000037WbbJQAS,16. Closed - Onboarded,No,cc3f9b7b-89b1-4047-9e36-4a55215432e7,0,0
Mike Wolfgang Bistro 6050,2023-02-15,0014W000037WdJaQAK,18. Live,No,15276cda-d16b-4d8a-b92e-17d48fb60c9d,1200,610.21
Suzie Q's Southern Sno LLC,2023-02-15,0014W000037WdOpQAK,16. Closed - Onboarded,No,d9720291-df2e-4fe7-b975-15142464cba2,0,0
Backyard Cantina,2023-02-15,0014W000037WckoQAC,18. Live,No,a8a3c054-8228-4c79-aefd-1a3f7e60ded8,0,0
A Little Salt & Pepper,2023-02-15,0014W000037WbLLQA0,16. Closed - Onboarded,No,238aa510-e0a0-4539-9c6a-446616fd784f,0,139.3
Frutia llc,2023-02-15,0014W000037WciTQAS,13. Booked - Need Info to Onboard,No,0352a827-2b4d-494c-8caa-e121379be952,0,0
Chico Rico Schnitzel,2023-02-14,0014W000037WayNQAS,18. Live,No,3b1319a5-d303-41c1-b6bb-114b8816bcb3,0,199
"CAHEE Creole Foods, LLC",2023-02-14,0014W000037WaywQAC,17. Closed - On hold by Billing,Yes,5d599dbc-10cb-40af-a475-3b337e2bea21,0,139.3
Sweets & Meats,2023-02-14,0014W000037WaBsQAK,16. Closed - Onboarded,No,72039a8c-6e08-4f5c-9144-339d22f31f53,0,0
Douglas Smith,2023-02-14,0014W000037WalYQAS,13. Booked - Need Info to Onboard,Yes,e9309115-3143-475f-a8e8-a9bf7b228923,0,0
Sweet Sassa Market and Cafe,2023-02-14,0014W000037WaYpQAK,17. Closed - On hold by Billing,Yes,d52c6952-407f-4be7-a4be-922644dd60b1,0,795
Food Slay,2023-02-14,0014W000037Wa3cQAC,16. Closed - Onboarded,No,558c1ddd-e0f7-402b-a66e-f5871e4ec1a7,0,0
Tacos galore rice bowls and more,2023-02-14,0014W000037WaGsQAK,18. Live,No,bb547c4c-8d91-4820-9e32-2e6ec572129d,0,0
Corbeaux,2023-02-14,0014W000037WZS2QAO,18. Live,No,50d52f24-1f7b-4c43-8a63-eb0a8c039ee3,1128,1616
Polistina Eatery,2023-02-14,0014W000037Wa7PQAS,16. Closed - Onboarded,No,a7ef4144-af64-434f-84d1-0e984585f6a4,900,0
Hot Pots Crawfish,2023-02-14,0014W000037Wb2FQAS,18. Live,No,8800266d-12a5-4ef6-a940-915090349a32,0,0
Saffron Bakery,2023-02-14,0014W000037WaJkQAK,16. Closed - Onboarded,No,8a0fa447-2350-42ed-a93c-e1c002b1b2f8,0,436.21
Northeast Smokehouse,2023-02-14,0014W000037WJ5xQAG,18. Live,No,8f9faa38-ccb9-4e3c-af73-d0c6a521a27b,0,139.3
Urbano Taco Bar,2023-02-14,0014W000037WbIRQA0,18. Live,No,270fa315-c0f2-4094-b635-ad7a872fcd8d,0,229.6
Waycaster,2023-02-13,0014W000037WXtxQAG,13. Booked - Need Info to Onboard,No,d3b54370-2887-4517-8515-66bfd4b9cd41,0,254.4
Cold Brew Lattes LLC,2023-02-13,0014W000037WYK9QAO,13. Booked - Need Info to Onboard,No,dced8209-f0d5-40d7-986c-9b6293a29b85,0,0
YCF,2023-02-13,0014W000037WY5OQAW,18. Live,No,bd8dbd91-17e4-4d12-885e-2e9ecf681abe,0,0
Simply Boiled - Anthony Lane,2023-02-13,0014W000037WYkQQAW,16. Closed - Onboarded,No,dc766322-9b81-4d65-9a7a-f2235446d4d3,0,0
Beverly’s,2023-02-13,0014W000037WZEFQA4,13. Booked - Need Info to Onboard,No,794d9527-5829-4e59-810a-809c1f7e624d,0,0
Mattie Janes Bakery,2023-02-13,0014W000037WYqdQAG,18. Live,No,7a36b264-2b2e-4a51-b122-d2e8cee522f4,0,362.58
MoorSmoke,2023-02-13,0014W000037WZ9FQAW,13. Booked - Need Info to Onboard,No,c0d0e2ca-f585-4245-b771-e5b8c5542044,0,0
The Pizza Shed,2023-02-13,0014W000037WYtrQAG,13. Booked - Need Info to Onboard,No,34fc7333-facd-459b-96c6-be7ee9f5415a,0,333
Wakishi Ramen,2023-02-13,0014W00002xfNzrQAE,18. Live,Yes,c6080b54-51ab-47df-b59d-4cc34a1f0070,0,0
CHAMPS,2023-02-13,0014W000037WZ4yQAG,18. Live,No,6113907c-e30f-4c5d-8d0c-da840c6ae7d7,0,0
Loose Caboose,2023-02-13,0014W000037WYiUQAW,18. Live,No,10d04d3a-aafb-4673-9115-68474b560960,0,585.9
Katies Place of Winona LLC,2023-02-13,0014W000037WZ4UQAW,18. Live,No,19c31ee5-be18-4d30-a435-37afe0fedc49,0,190.8
Savannah Confections,2023-02-13,0014W000037WYlTQAW,16. Closed - Onboarded,No,f4be2b1b-274d-4417-b9c0-b0f75437bfba,0,0
El Mariachi Mexican Grill,2023-02-13,0014W000037WYHeQAO,18. Live,No,9eabff41-a67e-491c-b26b-45310f7c40f3,0,900.8
Decimation Hot Sauce,2023-02-13,0014W000037WYwMQAW,18. Live,No,b6171573-4eea-461b-abd5-bb8ca6f7b5f4,300,349.3
Peachy Keen Purees and Toddler Meals,2023-02-13,0014W000037WYhCQAW,13. Booked - Need Info to Onboard,No,1a1ed962-30f5-4984-b2eb-9922f21786bc,0,0
Robert Place onWheel's,2023-02-13,0014W000037WYTmQAO,18. Live,No,ee779370-81e6-4434-85f8-20012e63485c,0,0
Zion Vegan Divine,2023-02-13,0014W000037WYeSQAW,13. Booked - Need Info to Onboard,No,5d98a7ec-e299-45bb-a622-d5e4dbefad75,0,0
Too Sweets,2023-02-13,0014W000037WYRqQAO,18. Live,No,32a87ee8-e6e7-4b63-864a-859af034c5b3,0,0
Katie's Cookies,2023-02-13,0014W000037WYrbQAG,18. Live,No,5c323dfe-fba5-4c1e-abaf-b2dd4601de00,300,813.64
Homemade Authentic Dumplings,2023-02-13,0014W000037WYo8QAG,13. Booked - Need Info to Onboard,No,937c2071-c020-4a64-9a07-927c45392f94,0,0
D'vine Root Bakery,2023-02-13,0014W000037WYv9QAG,16. Closed - Onboarded,No,d8e15d49-e4ee-4fc6-afb9-e85d8872a70d,0,0
Eskie Catering,2023-02-13,0014W000037WYukQAG,14. Closed - Sent to Onboarding,Yes,b41807ad-d2f2-4176-aec1-0ce11c8f6f28,0,0
Miss Moo’s Bakeshop co Katie Butler,2023-02-13,0014W000037WYwlQAG,18. Live,No,5d9703be-2436-4f1a-ae37-42d5ec9abcd0,0,0
Los Machetes Mexican Restaurant,2023-02-12,0014W000037WXdDQAW,18. Live,No,bb92a91e-83e0-46ef-8b3d-5a92cf8e45db,0,527
Ashley Piper,2023-02-12,0014W000037WXghQAG,13. Booked - Need Info to Onboard,Yes,44502eed-e001-49c7-af42-670ddb10bd06,0,0
Rosi's Little Bavarian,2023-02-12,0014W000037WXmyQAG,18. Live,No,d6715725-f3e3-4c5e-82a3-d98253c9530c,1428,1616
Cocktail Kingdom,2023-02-11,0014W000037WWsEQAW,16. Closed - Onboarded,No,73eb2800-4730-42a1-a38d-abc2366c6aad,0,0
Cremello Cafe,2023-02-11,0014W000037WXQxQAO,18. Live,No,ed5cc7b2-0582-415e-97d2-0c755e160a3b,0,222.6
Logon’s Soul Food,2023-02-10,0014W000037WWlhQAG,15. Closed - On hold by Onboarding,Yes,8cbf36a9-81a0-4eb1-addc-28723fc74761,900,0
Las Monarcas Tortilleria,2023-02-10,0014W000037WUyRQAW,16. Closed - Onboarded,No,ad20cd8d-10f4-44dd-b2f4-ec9b72412296,0,199
Über Bistro,2023-02-10,0014W000037WWfZQAW,13. Booked - Need Info to Onboard,Yes,fc9946ff-befe-48d8-b0fa-3c306b70f88e,720,199.8
Le C'S Tea House,2023-02-10,0014W000037WWTZQA4,16. Closed - Onboarded,No,8b339400-b6f3-436e-ac63-dbe91072d7ec,0,0
Nooshe jan,2023-02-10,0014W000037WWhVQAW,16. Closed - Onboarded,No,5a90c81d-e1ae-498c-bb49-cbbcc13d6576,1800,166.5
Detroit Coney & wings.  Javen putrus,2023-02-10,0014W000037WW5dQAG,13. Booked - Need Info to Onboard,Yes,a2155046-9c30-495f-a4c5-3f18baee8c12,900,222.6
Fonda Nostra Bistro,2023-02-10,0014W000037WWPHQA4,16. Closed - Onboarded,No,e96d65cc-b982-4059-8b17-d67c001c71a2,0,139.3
Ma Lo's Soul Food kitchen and Catering LLC,2023-02-10,0014W000037WVKDQA4,13. Booked - Need Info to Onboard,No,35d1611b-5c5e-4cac-b906-287d68d3aaf0,0,0
Pinky's  Scoop Shack,2023-02-10,0014W000037WWQjQAO,16. Closed - Onboarded,No,df3ac770-3a1f-4306-ad6e-720ffd35a959,0,362.58
The Ledges,2023-02-10,0014W00002ms9WyQAI,16. Closed - Onboarded,No,8e63839f-7784-4e37-8144-4ff0baea7fa3,0,146.3
BEAN CRAZY 419,2023-02-10,0014W000037WV5NQAW,13. Booked - Need Info to Onboard,Yes,8be9be56-4e38-4f48-9a22-89d67aad7a08,0,409
Burchak Pide Bakery,2023-02-10,0014W000037WPrhQAG,18. Live,No,885369b0-e055-4603-8fc8-7adda9d158b7,0,279.28
Enchanted Bean Co.,2023-02-10,0014W000037WWcaQAG,16. Closed - Onboarded,No,14b4f22f-aaf2-4478-af7c-b8cea5aa4030,0,0
Moo and Brew,2023-02-10,0014W000037WWiFQAW,18. Live,No,1096d984-e45f-49c5-aae8-2a5a56de9fe4,0,285.6
RAB-LMB Properties LLC DBA Mt Top Golf Course,2023-02-10,0014W000037WVxAQAW,16. Closed - Onboarded,No,6c9f8843-1c93-4a79-9d7c-f1002e17ae09,0,222.6
The Busy Bee Diner,2023-02-09,0014W000037WSxRQAW,18. Live,No,f7009c33-f2c7-4267-b0b1-26b5b865530c,0,527
Shawarma King,2023-02-09,0014W000037WUjrQAG,18. Live,No,623034a8-7eaa-41c2-aeac-86a80d462497,1200,349.3
7Thirteen LLC,2023-02-09,0014W000037WT5aQAG,13. Booked - Need Info to Onboard,Yes,85108c99-348d-4ed2-9757-005d7279c0ba,0,0
Nay Nay's Cookies and Baked Goods,2023-02-09,0014W00002V1P9sQAF,13. Booked - Need Info to Onboard,Yes,f6e4ef24-8830-4073-8686-31c1e18c5444,0,0
JW3 Kitchen,2023-02-09,0014W000037WUkKQAW,18. Live,No,2405081f-0a80-4434-9e8c-39c38e7bf88f,0,0
Food trailer,2023-02-09,0014W000037WU3nQAG,16. Closed - Onboarded,No,76e974de-f2ea-4e35-97f9-b17cd7752ed2,900,125.4
LEE WALKER,2023-02-09,0014W000037WT06QAG,18. Live,No,e6a7ae39-c5a0-45cf-bf01-feab4b4cc7b9,0,222.6
Sopranos Authentic Italian,2023-02-09,0014W000037WUZlQAO,13. Booked - Need Info to Onboard,Yes,ebf3d5af-28f9-43fa-a3ad-d64e48be39ca,0,0
Home of Delicious Delights,2023-02-09,0014W000037WTVaQAO,13. Booked - Need Info to Onboard,No,aa19bc6b-9952-470e-9496-ae4fb781ccad,0,222.6
Ashleys Soul Food,2023-02-09,0014W000037WUczQAG,13. Booked - Need Info to Onboard,No,9670ca1c-87ef-4644-8e11-41fba0309296,0,0
PureLife Nutrition,2023-02-09,0014W000037WUkjQAG,18. Live,No,6f20ba22-19c4-4076-b5bd-513c62c85955,0,209
Sip & Sit with ME,2023-02-09,0014W000037WSyjQAG,16. Closed - Onboarded,No,95858d78-7312-405d-8e27-fbb68aa9e61b,0,222.6
Campus Deli,2023-02-09,0014W000037WUDOQA4,18. Live,No,29323c74-954c-445c-8571-89fd2855a0b2,0,0
Frankie’s Franks,2023-02-09,0014W000037WULZQA4,17. Closed - On hold by Billing,Yes,c95adf2d-9a8e-4184-a228-08b0b7854e7e,0,0
La Casa de la abuela- EM,2023-02-09,0014W000037WTDDQA4,16. Closed - Onboarded,No,0b137cc6-ba04-4fdc-83db-1f073b851a17,300,513
One Stop Eatery,2023-02-09,0014W000037WUSGQA4,16. Closed - Onboarded,No,fda86034-24ec-4076-b3d5-f359d96732c9,0,0
Bistro Ruth Chef John Folse Culinary Institute,2023-02-09,0014W000037WUWrQAO,18. Live,No,af58231f-bc93-4b53-9640-433b4fc9c90e,7488,2477.3
Dozo Ramen,2023-02-09,0014W000037WTBgQAO,16. Closed - Onboarded,No,43366c1e-f8f9-449d-bbc0-d4e7b2c34c74,0,0
Coffe shop duy,2023-02-09,0014W000037WTdhQAG,13. Booked - Need Info to Onboard,No,95785423-33a8-45d7-a50a-e940c20936bf,0,0
Bamyan Kebab House,2023-02-09,0014W000037WUCVQA4,18. Live,No,35237284-7d7b-4744-8b78-a5955ab1b1a3,0,0
VFW POST  6525,2023-02-09,0014W000037WTP3QAO,18. Live,No,87883870-4550-4a3c-b817-e2709fc264a5,0,119
The Scoop,2023-02-09,0014W000037WUWDQA4,16. Closed - Onboarded,No,aa31cd65-1a27-489c-a8c3-65187a24668f,0,0
Southwest Donuts - Kyle Archibeque,2023-02-09,0014W000037WUdsQAG,16. Closed - Onboarded,No,405152ad-3448-468c-83c4-c0e4320a85b9,0,222.6
The Grid Arcade Pensacola,2023-02-08,0014W00002xfoPvQAI,18. Live,No,b5aed801-7b4d-4552-8dff-f03b6853d123,0,0
Mobile City Sweet and Treats 4,2023-02-08,0014W000037WRsyQAG,13. Booked - Need Info to Onboard,No,541a7473-435e-4682-a90b-8e7ebd6e2d2e,0,0
Mobile City Sweet and Treats 2,2023-02-08,0014W000037WRsPQAW,13. Booked - Need Info to Onboard,No,40149175-b23a-46b7-9b8e-c26841d9259a,0,0
Veloce Pizze,2023-02-08,0014W000037WR56QAG,13. Booked - Need Info to Onboard,Yes,99ad70f4-23f5-4510-9cf8-fb71c3102830,0,0
Heartland Apothecary,2023-02-08,0014W000037WQxvQAG,13. Booked - Need Info to Onboard,No,2bc24a78-4fd1-4854-97e9-d13927020906,900,125.4
Caribbean Cravings Restaurant,2023-02-08,0014W000037WQzwQAG,18. Live,No,61b87497-5c1a-40c2-bf9c-1adaf08e4a25,0,254.4
The Back Porch Grill LLC,2023-02-08,0014W000037WSluQAG,16. Closed - Onboarded,No,726e4eb0-0388-4335-b398-f7b710202586,1860,618
Pearl Island LLC,2023-02-08,0014W000037WS5JQAW,18. Live,No,5133f83d-2b67-4b1a-ac4b-57553bebdef3,300,815.4
chances r,2023-02-08,0014W000037WShsQAG,18. Live,No,bf9f7ef6-eb61-4c7f-9f9f-01f2c3fae478,0,421.6
Mobile City Sweet and Treats 1,2023-02-08,0014W000037WRrWQAW,13. Booked - Need Info to Onboard,No,9d43ecea-5a59-4cef-8b49-224749ee0df6,0,0
Cooking in the D,2023-02-08,0014W000037WSNNQA4,13. Booked - Need Info to Onboard,No,43645186-10ad-47db-947b-0129a7286f98,0,0
Hungry Hog BBQ,2023-02-08,0014W000037WR27QAG,13. Booked - Need Info to Onboard,Yes,c59a2887-f811-48ac-bf9d-58b3493619e4,0,222.6
Kelus Riverside Inn,2023-02-08,0014W000037WRRDQA4,18. Live,No,aae3c695-784d-40ee-814d-34c38c6fa470,0,1051.2
Mobile City Sweet and Treats 3,2023-02-08,0014W000037WRsjQAG,13. Booked - Need Info to Onboard,No,9b84b937-e3c9-4f67-b53c-49d4617f0003,0,0
Tasty food by Slava,2023-02-08,0014W000037WSojQAG,18. Live,No,a01eb678-0751-4503-9354-fa220de5faed,900,0
Mickey's Kitchen Mexican Cuisine,2023-02-08,0014W000037WOsiQAG,13. Booked - Need Info to Onboard,Yes,add3b0b6-0c40-4bae-be34-929b51114056,0,0
Blue Boy Pizza Llc,2023-02-08,0014W000037WRnOQAW,16. Closed - Onboarded,No,1502b1b8-843f-425b-b12e-cb3d99c039e3,0,0
Empanadas Encanto,2023-02-08,0014W000037WRdjQAG,18. Live,No,c2e81d43-f1ef-4952-84a2-46800f51eb58,900,318
Taters - Jennings Berry,2023-02-08,0014W000037WRNpQAO,18. Live,No,37209e47-7b21-4e12-b871-ffdbeda86cd1,0,0
Park & Perk LLC,2023-02-07,0014W000037WQfrQAG,16. Closed - Onboarded,No,f109fb8d-17e9-49c9-935e-2b8834d9788c,0,233.1
Beans LLC,2023-02-07,0014W000037WQf3QAG,13. Booked - Need Info to Onboard,No,a46b1692-84e2-4621-ba93-ce052a769beb,1200,516.03
The Hub,2023-02-07,0014W000037WQ6JQAW,16. Closed - Onboarded,No,f5f1468d-70ae-4007-8e35-f5e071c67427,0,1177.4
The Bus Stop,2023-02-07,0014W000037WQCoQAO,18. Live,No,5725561b-a182-454b-ac5a-e81a013e13f7,0,119
A Coffee Ship LLC,2023-02-07,0014W000037WQjZQAW,16. Closed - Onboarded,No,6a79eae6-bd5b-4756-87e7-7ac5a08c7e02,0,328
Sugar Head LLC,2023-02-07,0014W000037WQWoQAO,18. Live,No,eee8ceff-93d7-44f6-a176-3e9b09b70e2c,0,159.2
5 Way Beer Barn,2023-02-07,0014W000037WQiWQAW,18. Live,No,a77563fa-4350-4b1b-9fff-8826855e30fd,0,425.6
Wendy's Empanadas,2023-02-07,0014W000037WQwEQAW,13. Booked - Need Info to Onboard,Yes,1d4dfd1a-989e-4606-9ed0-6f56949fc22b,0,0
Park & Perk LLC 2,2023-02-07,0014W000037WQhEQAW,16. Closed - Onboarded,No,fae850b7-47ca-4268-b870-bb0f810aaabe,0,0
Johnny Mac's  Inside Cathedral High School,2023-02-07,0014W000037WOLJQA4,18. Live,No,6011b9b8-1f15-4376-b1a8-3c8a39c5d74a,0,455.7
The Club,2023-02-07,0014W000037WQ4qQAG,13. Booked - Need Info to Onboard,Yes,12c62210-a178-48a5-8835-fe248be34d49,0,414.44
i  morsi,2023-02-07,0014W000037WQl1QAG,18. Live,No,a53c09bf-f7d2-4de0-958a-930c6319f411,0,146.3
Mojo Fusion Burritos -Sandra Campos,2023-02-06,0014W000037WOyRQAW,18. Live,No,385402a8-456a-4802-b5c2-086cf992b253,0,139.3
Tsing Tsao East Des Moines,2023-02-06,0014W000037WO1DQAW,13. Booked - Need Info to Onboard,Yes,ed776b43-cc64-401e-b31c-049e371427df,0,452
Olive's,2023-02-06,0014W00002mtar2QAA,16. Closed - Onboarded,No,e062cbae-d23d-4bca-8ac5-113c06ee3324,0,0
Jeff barsch,2023-02-06,0014W000037WPIDQA4,16. Closed - Onboarded,No,9829d828-383c-4cff-8f73-eb65451e2424,0,0
Go fast express inc,2023-02-06,0014W000037WP1fQAG,13. Booked - Need Info to Onboard,Yes,402e97f2-32e9-4868-80cd-b3e82bc72795,0,0
Aunt Sarahs,2023-02-06,0014W000037WPHtQAO,18. Live,No,1d31703a-18d6-4537-8207-f9b0044da3aa,0,318
Bro Tacos SC LLC,2023-02-06,0014W000037WOueQAG,18. Live,No,97198fc5-a6d2-4b0e-a565-7a4cfe473ebb,0,190.8
JUICE TIME & CREPE,2023-02-06,0014W000037WPUnQAO,18. Live,No,722d6469-50bc-461b-bce9-35625169f70d,900,362.58
Rodeo Pizza,2023-02-06,0014W000037WOBJQA4,13. Booked - Need Info to Onboard,No,4fac0a75-5f60-4e6e-88b1-14cbee393a1a,900,0
Jump Start Smoothies,2023-02-06,0014W000037WPJVQA4,18. Live,No,26957489-bd95-42e5-8ea0-e583366a29ce,1200,729.61
ANATOLIA,2023-02-06,0014W000037WPTVQA4,16. Closed - Onboarded,Yes,d3d769df-71c8-4da1-b090-71cb3b9628ab,0,0
The Local Diner and Bakery,2023-02-06,0014W000037WOoqQAG,16. Closed - Onboarded,No,b45148c2-8a31-4a3d-9c14-3bf678111769,0,900.8
Pasquale's pizza V,2023-02-06,0014W000037WPNcQAO,18. Live,No,94a45fcb-890c-45dc-ba7d-a278d3f3e3be,2268,1867.2
Kay's Koffee,2023-02-06,0014W000037WOXeQAO,18. Live,No,459273e1-d225-4830-aa44-e9c01b7bcb8a,0,222.6
Beetle Bung Farm,2023-02-06,0014W000037WP3qQAG,13. Booked - Need Info to Onboard,No,5bc9ed72-a514-4f8c-bfa5-38ba40b6957d,0,0
Kiel Muston,2023-02-06,0014W000037WP1BQAW,18. Live,No,3cd36a72-afa6-4250-8ae0-451d5e70bef3,0,899
The Kombucha Bar,2023-02-06,0013c00001o6ASKAA2,18. Live,No,712e2822-a555-4751-9adf-114107cf796d,0,0
Susquehanna Soft Serve,2023-02-06,0014W00002xcw1qQAA,18. Live,No,b414fccd-c0fe-4e15-b646-5012503fe282,600,1323.2
Yucatan Tacos,2023-02-06,0014W000037WPLWQA4,13. Booked - Need Info to Onboard,Yes,f13e4130-89ec-4112-b286-b569d9600ca6,0,0
Viva Tequila,2023-02-06,0014W000037WPGMQA4,18. Live,No,af3825af-8bc4-441d-84cd-0828c7d49ced,0,578.9
Deep Pond Farmhouse Kitchen,2023-02-06,0014W000037WPE6QAO,16. Closed - Onboarded,No,4dfb4635-ef05-48e5-9589-f4db5b51ccb5,360,369.58
Far West Coffee,2023-02-06,0014W000037WPR5QAO,16. Closed - Onboarded,No,c6bafafe-05aa-4655-b07e-7723fab26bcb,0,0
Pressed Meals,2023-02-05,0014W000037WNzvQAG,18. Live,Yes,b4e98ef8-6f7e-4116-b907-0ec26094c6d4,0,199
North Carolina Catering Company,2023-02-04,0014W000037WNgUQAW,16. Closed - Onboarded,No,692e4e7f-4dbf-4fad-83bf-2b429508e294,0,139.3
Cashmere Cupcakes  & More,2023-02-04,0014W000037WNfgQAG,18. Live,No,3f24a80f-5cf8-4452-a806-93a699ddbf0a,0,0
Free Range,2023-02-03,0014W000037WMigQAG,18. Live,No,be44845f-a40e-4e77-9736-3c8275b71c96,0,254.4
Balassone's Pizza,2023-02-03,0014W000037WMvpQAG,16. Closed - Onboarded,No,abb362ff-49e0-4d5f-9a44-fec260086a3a,0,222.6
The brunch box,2023-02-03,0014W000037WMj0QAG,18. Live,No,ee14e031-c4a9-4400-9fb7-b160ce1f1620,0,571.9
Hand in Hand Christian Montessori,2023-02-03,0014W000037WMDhQAO,18. Live,No,2afa77ee-d931-486d-a946-44b4b346ab58,0,199.99
Aromas Cafe,2023-02-03,0014W000037WMyAQAW,18. Live,No,58b290ed-8d7f-4c96-844a-0661f2044422,300,408.5
Feeding Heroes LLC,2023-02-03,0014W000037WM8iQAG,16. Closed - Onboarded,No,b28770b2-50bf-4ee7-9545-c73f2ee03f06,0,254.4
Current Space,2023-02-03,0014W000037WMIhQAO,16. Closed - Onboarded,No,1d41b40a-13d0-4a4b-98c2-c953b3f2c035,0,286.3
Night Life Cafe,2023-02-03,0014W000037WMzSQAW,13. Booked - Need Info to Onboard,Yes,894324d9-3302-4983-b456-1124812420c4,0,0
"Curry and Tikka, LLC",2023-02-03,0014W000037WM8TQAW,18. Live,No,23986de9-7e6e-41d2-bd5f-2a3b17e53bd6,0,318
SAN JOSE TAQUERIA,2023-02-03,0014W000037WMj5QAG,18. Live,No,1b6fcf9a-c0fd-4669-a52a-1e13edce4e74,1200,488.6
Happy Vibras Cafe,2023-02-03,0014W000037WKiKQAW,13. Booked - Need Info to Onboard,Yes,bd5990b2-4d4c-4381-aeaf-85a4b4c6cfdb,0,254.4
Town and Country Deli,2023-02-03,0014W000037VdzWQAS,16. Closed - Onboarded,No,07cfa4c7-439d-487c-ba08-c724dcf7b520,900,635.6
Jeremy's,2023-02-03,0014W000037WMPiQAO,18. Live,No,06677da8-51ea-4e59-94d4-825b1ef6626a,0,222.6
Robert Martin,2023-02-03,0014W000037WLPoQAO,15. Closed - On hold by Onboarding,Yes,835e81da-ef07-4ec6-8538-55cceda8f54a,0,0
Estanaula Barbeque Company,2023-02-03,0014W000037WN1dQAG,18. Live,No,a99f53d1-9d7d-46fd-92e3-64637b4e7b23,0,0
Tacos La Familia,2023-02-03,0014W000037WLFuQAO,18. Live,No,bbd3748e-e3b7-4545-a6cf-b4d8a788cddb,300,559.24
Blend & Brew,2023-02-03,0014W000037WLB4QAO,18. Live,No,7a6cb3cc-b846-44c8-85e4-df36ea329650,0,318
McCans Sonic Group,2023-02-03,0014W000037WMiqQAG,18. Live,No,3cc749ce-f7eb-4f95-97c9-3ec359c0caaa,0,199
B&T Coffee Co.,2023-02-03,0014W000037WMEBQA4,18. Live,No,372edb76-b24c-4aaa-ad55-caab457a5fb4,0,222.6
Andrea Haley,2023-02-03,0014W000037WLCRQA4,13. Booked - Need Info to Onboard,Yes,16993009-8dd8-4463-8dbb-0d29bf43e4da,0,0
Asian Mix,2023-02-03,0014W000037WMWFQA4,18. Live,No,3071a825-a897-4c31-a14c-b3366ec63177,300,711.88
SoapBubble Tea,2023-02-03,0014W000037WN06QAG,13. Booked - Need Info to Onboard,Yes,64042fa2-9331-4361-ae89-541f1432adad,0,0
KJs,2023-02-03,0014W000037WMzDQAW,13. Booked - Need Info to Onboard,No,83e844eb-4cd9-463d-9d47-351e0b0f945f,0,0
Gridley Grill,2023-02-03,0014W000037WMreQAG,18. Live,No,b04f885f-5e04-497c-a59d-16a97449dda4,0,0
Evergreen Island,2023-02-02,0014W000037WKSwQAO,18. Live,No,254da07d-9e60-44dc-bd34-8e873ff6ff5e,0,1144.48
Hebrews Coffee Shack,2023-02-02,0014W000037WKNwQAO,18. Live,No,f60ef436-67fa-4d9d-86c2-c5ce951a4578,0,373.08
Humble Rose Catering,2023-02-02,0014W000037WKFdQAO,13. Booked - Need Info to Onboard,Yes,feda1dd2-0eff-4be8-9db9-389fbfa48587,360,0
Kingz kitchen 2,2023-02-02,0014W000037WJSnQAO,18. Live,No,7ed5d204-fe9e-4111-a15c-40359152321a,0,0
Wildflower & Warriors Heart,2023-02-02,0014W000037WKQvQAO,13. Booked - Need Info to Onboard,Yes,fd06aae6-a411-4031-8321-5e1b24116d08,0,0
The Alley S.A LLC,2023-02-02,0014W000037WJOuQAO,16. Closed - Onboarded,No,588d37fc-d4f8-40c1-9789-462407aa6c11,300,399.2
Dulzzitos,2023-02-02,0014W000037WKZrQAO,16. Closed - Onboarded,No,1a1a363f-2f97-4427-ab08-c7ce9148f04e,0,0
Jessie’s Diner,2023-02-02,0014W000037WKTpQAO,13. Booked - Need Info to Onboard,Yes,36777263-5853-4257-8fca-1d73f4e33da4,0,527
Fountainebleau Aviation - Cafe Bleau,2023-02-02,0014W000037WKg9QAG,18. Live,No,8c751dd7-77d9-4bd8-a80b-0317e70c87dd,0,0
Uncle David's Pit LLC,2023-02-02,0014W000037WKgdQAG,16. Closed - Onboarded,No,fd130ffc-c086-42e5-9db5-d92b7b9896a9,0,0
El Zorro taco’s food truck,2023-02-02,0014W000037WKfpQAG,13. Booked - Need Info to Onboard,Yes,da3e4a0e-a645-4179-877f-45870ce2f9bc,0,0
Lily’s Herbs and More,2023-02-02,0014W000037WKspQAG,18. Live,No,5d520ed1-18ac-43c0-828a-d9f17b1b9a39,300,1225.99
Yummythangzinc,2023-02-02,0014W000037WKrcQAG,16. Closed - Onboarded,No,2547b3fb-cc1a-467a-85ff-3389009f2f13,0,0
Two brothers bbq,2023-02-02,0014W000037WKOpQAO,18. Live,No,1fe1423e-55e2-4906-a395-09ffa4a151c4,0,747.6
AMANECER,2023-02-02,0014W000037WKodQAG,16. Closed - Onboarded,No,48e3cd7e-d162-4cde-995b-036dcef7f625,0,278.6
Thirs-T Hawaii LLC,2023-02-02,0014W000037WL79QAG,18. Live,No,bb11822a-cd78-4179-bc23-b992bbd4b7d4,0,0
